user_key,generator,judge,self,faithfulness,coverage,clarity,calibration,overall
76561198005622066,gpt4o,llama,False,4.0,3.0,5.0,5.0,4.0
76561198045048761,gpt4o,opus,False,5.0,5.0,4.0,5.0,5.0
76561198045048761,gpt4o,qwen,False,3.0,2.0,4.0,2.0,2.0
76561198045048761,gpt4o,llama,False,4.0,2.0,5.0,3.0,3.0
76561198075740355,gpt4o,opus,False,5.0,4.0,4.0,5.0,5.0
76561198075740355,gpt4o,qwen,False,3.0,2.0,4.0,2.0,2.0
76561198075740355,gpt4o,llama,False,4.0,3.0,5.0,5.0,4.0
76561198116881004,gpt4o,opus,False,5.0,4.0,4.0,4.0,4.0
76561198116881004,gpt4o,qwen,False,2.0,3.0,4.0,2.0,2.0
76561198116881004,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561197973149646,gpt4o,opus,False,2.0,4.0,4.0,4.0,3.0
76561197973149646,gpt4o,qwen,False,5.0,5.0,5.0,5.0,5.0
76561197973149646,gpt4o,llama,False,4.0,3.0,4.0,4.0,4.0
76561197978598904,gpt4o,opus,False,5.0,5.0,4.0,5.0,5.0
76561197978598904,gpt4o,qwen,False,5.0,5.0,5.0,5.0,5.0
76561197978598904,gpt4o,llama,False,5.0,4.0,5.0,5.0,5.0
76561197994062010,gpt4o,opus,False,5.0,4.0,5.0,4.0,4.0
76561197994062010,gpt4o,qwen,False,4.0,3.0,5.0,4.0,3.0
76561197994062010,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198116335665,gpt4o,opus,False,5.0,5.0,5.0,5.0,5.0
76561198116335665,gpt4o,qwen,False,2.0,3.0,4.0,2.0,2.0
76561198116335665,gpt4o,llama,False,4.0,2.0,3.0,1.0,3.0
76561198010975202,gpt4o,opus,False,5.0,5.0,4.0,5.0,5.0
76561198010975202,gpt4o,qwen,False,2.0,1.0,3.0,2.0,2.0
76561198010975202,gpt4o,llama,False,2.0,4.0,3.0,5.0,3.0
76561199146774798,gpt4o,opus,False,5.0,5.0,5.0,5.0,5.0
76561199146774798,gpt4o,qwen,False,3.0,2.0,4.0,2.0,2.0
76561199146774798,gpt4o,llama,False,4.0,3.0,5.0,5.0,4.0
76561198025799587,gpt4o,opus,False,5.0,4.0,4.0,4.0,4.0
76561198025799587,gpt4o,qwen,False,2.0,3.0,2.0,2.0,2.0
76561198025799587,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198834391320,gpt4o,opus,False,5.0,5.0,4.0,4.0,4.0
76561198834391320,gpt4o,qwen,False,3.0,2.0,4.0,3.0,3.0
76561198834391320,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198806661973,gpt4o,opus,False,5.0,4.0,5.0,4.0,5.0
76561198806661973,gpt4o,qwen,False,3.0,2.0,4.0,3.0,3.0
76561198806661973,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198044865246,gpt4o,opus,False,5.0,5.0,5.0,5.0,5.0
76561198044865246,gpt4o,qwen,False,3.0,2.0,4.0,3.0,3.0
76561198044865246,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198413133706,gpt4o,opus,False,5.0,5.0,5.0,5.0,5.0
76561198413133706,gpt4o,qwen,False,3.0,2.0,4.0,2.0,2.0
76561198413133706,gpt4o,llama,False,4.0,3.0,5.0,5.0,4.0
76561199115169680,gpt4o,opus,False,5.0,5.0,5.0,5.0,5.0
76561199115169680,gpt4o,qwen,False,3.0,2.0,4.0,3.0,3.0
76561199115169680,gpt4o,llama,False,4.0,3.0,5.0,2.0,3.0
76561198035130011,qwen,opus,False,1.0,1.0,2.0,1.0,1.0
76561198035130011,qwen,gpt4o,False,,,,,
76561198035130011,qwen,llama,False,4.0,3.0,2.0,3.0,3.0
76561198147458696,qwen,opus,False,4.0,4.0,3.0,4.0,4.0
76561198147458696,qwen,gpt4o,False,2.0,2.0,2.0,2.0,2.0
76561198147458696,qwen,llama,False,2.0,3.0,4.0,5.0,3.0
76561198450469370,qwen,opus,False,5.0,4.0,4.0,4.0,4.0
76561198450469370,qwen,gpt4o,False,1.0,1.0,2.0,1.0,1.0
76561198450469370,qwen,llama,False,2.0,3.0,4.0,1.0,2.0
76561199398860603,qwen,opus,False,5.0,5.0,4.0,5.0,5.0
76561199398860603,qwen,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561199398860603,qwen,llama,False,4.0,3.0,5.0,2.0,3.0
76561198032575845,qwen,opus,False,5.0,4.0,4.0,5.0,5.0
76561198032575845,qwen,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561198032575845,qwen,llama,False,2.0,3.0,4.0,2.0,3.0
76561199467031072,qwen,opus,False,5.0,5.0,4.0,5.0,5.0
76561199467031072,qwen,gpt4o,False,4.0,4.0,5.0,5.0,4.0
76561199467031072,qwen,llama,False,4.0,2.0,5.0,3.0,3.0
76561198327954635,qwen,opus,False,2.0,3.0,2.0,2.0,2.0
76561198327954635,qwen,gpt4o,False,4.0,3.0,3.0,3.0,3.0
76561198327954635,qwen,llama,False,2.0,4.0,3.0,2.0,3.0
76561198410346859,qwen,opus,False,2.0,2.0,3.0,1.0,2.0
76561198410346859,qwen,gpt4o,False,5.0,3.0,3.0,2.0,3.0
76561198410346859,qwen,llama,False,4.0,3.0,2.0,4.0,3.0
76561198005622066,qwen,opus,False,1.0,2.0,2.0,1.0,1.0
76561198005622066,qwen,gpt4o,False,5.0,5.0,4.0,4.0,4.0
76561198005622066,qwen,llama,False,4.0,3.0,2.0,1.0,2.0
76561198045048761,qwen,opus,False,1.0,2.0,1.0,1.0,1.0
76561198045048761,qwen,gpt4o,False,1.0,1.0,2.0,1.0,1.0
76561198045048761,qwen,llama,False,2.0,4.0,3.0,2.0,3.0
76561198075740355,qwen,opus,False,1.0,2.0,2.0,2.0,1.0
76561198075740355,qwen,gpt4o,False,1.0,1.0,1.0,1.0,1.0
76561198075740355,qwen,llama,False,2.0,3.0,4.0,1.0,2.0
76561198116881004,qwen,opus,False,2.0,3.0,2.0,2.0,2.0
76561198116881004,qwen,gpt4o,False,3.0,4.0,3.0,3.0,3.0
76561198116881004,qwen,llama,False,2.0,4.0,3.0,2.0,3.0
76561197973149646,qwen,opus,False,2.0,2.0,2.0,1.0,2.0
76561197973149646,qwen,gpt4o,False,4.0,4.0,4.0,3.0,4.0
76561197973149646,qwen,llama,False,4.0,3.0,4.0,4.0,4.0
76561197978598904,qwen,opus,False,5.0,4.0,3.0,4.0,4.0
76561197978598904,qwen,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561197978598904,qwen,llama,False,4.0,3.0,4.0,4.0,4.0
76561197994062010,qwen,opus,False,4.0,2.0,2.0,2.0,2.0
76561197994062010,qwen,gpt4o,False,4.0,3.0,4.0,3.0,4.0
76561197994062010,qwen,llama,False,2.0,3.0,4.0,2.0,3.0
76561198116335665,qwen,opus,False,5.0,5.0,4.0,5.0,5.0
76561198116335665,qwen,gpt4o,False,3.0,2.0,3.0,3.0,3.0
76561198116335665,qwen,llama,False,2.0,3.0,4.0,1.0,2.0
76561198010975202,qwen,opus,False,5.0,4.0,4.0,5.0,5.0
76561198010975202,qwen,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561198010975202,qwen,llama,False,4.0,2.0,3.0,5.0,3.0
76561199146774798,qwen,opus,False,5.0,5.0,4.0,5.0,5.0
76561199146774798,qwen,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561199146774798,qwen,llama,False,2.0,3.0,4.0,1.0,2.0
76561198025799587,qwen,opus,False,2.0,2.0,3.0,2.0,2.0
76561198025799587,qwen,gpt4o,False,5.0,3.0,4.0,3.0,4.0
76561198025799587,qwen,llama,False,4.0,3.0,5.0,2.0,3.0
76561198834391320,qwen,opus,False,4.0,4.0,4.0,4.0,4.0
76561198834391320,qwen,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198834391320,qwen,llama,False,4.0,2.0,3.0,1.0,2.0
76561198806661973,qwen,opus,False,4.0,4.0,4.0,3.0,4.0
76561198806661973,qwen,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198806661973,qwen,llama,False,4.0,3.0,2.0,1.0,2.0
76561198044865246,qwen,opus,False,5.0,5.0,4.0,4.0,4.0
76561198044865246,qwen,gpt4o,False,5.0,5.0,5.0,5.0,5.0
76561198044865246,qwen,llama,False,4.0,3.0,5.0,2.0,3.0
76561198413133706,qwen,opus,False,2.0,3.0,2.0,2.0,2.0
76561198413133706,qwen,gpt4o,False,3.0,3.0,2.0,2.0,3.0
76561198413133706,qwen,llama,False,2.0,3.0,4.0,2.0,3.0
76561199115169680,qwen,opus,False,3.0,4.0,3.0,3.0,3.0
76561199115169680,qwen,gpt4o,False,5.0,5.0,5.0,5.0,5.0
76561199115169680,qwen,llama,False,4.0,2.0,3.0,2.0,3.0
76561198035130011,llama,opus,False,3.0,2.0,2.0,2.0,2.0
76561198035130011,llama,gpt4o,False,,,,,
76561198035130011,llama,qwen,False,4.0,3.0,5.0,4.0,3.0
76561198147458696,llama,opus,False,5.0,4.0,4.0,4.0,4.0
76561198147458696,llama,gpt4o,False,3.0,3.0,4.0,3.0,3.0
76561198147458696,llama,qwen,False,2.0,3.0,4.0,2.0,2.0
76561198450469370,llama,opus,False,2.0,2.0,2.0,2.0,2.0
76561198450469370,llama,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198450469370,llama,qwen,False,2.0,3.0,4.0,2.0,2.0
76561199398860603,llama,opus,False,4.0,4.0,4.0,5.0,4.0
76561199398860603,llama,gpt4o,False,2.0,2.0,3.0,2.0,2.0
76561199398860603,llama,qwen,False,2.0,1.0,3.0,2.0,2.0
76561198032575845,llama,opus,False,4.0,4.0,4.0,4.0,4.0
76561198032575845,llama,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198032575845,llama,qwen,False,2.0,3.0,4.0,2.0,3.0
76561199467031072,llama,opus,False,5.0,4.0,4.0,5.0,5.0
76561199467031072,llama,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561199467031072,llama,qwen,False,2.0,3.0,4.0,2.0,3.0
76561198327954635,llama,opus,False,3.0,3.0,3.0,2.0,3.0
76561198327954635,llama,gpt4o,False,5.0,4.0,4.0,4.0,4.0
76561198327954635,llama,qwen,False,2.0,3.0,4.0,3.0,3.0
76561198410346859,llama,opus,False,2.0,3.0,2.0,2.0,2.0
76561198410346859,llama,gpt4o,False,3.0,3.0,3.0,3.0,3.0
76561198410346859,llama,qwen,False,2.0,1.0,3.0,2.0,1.0
76561198005622066,llama,opus,False,5.0,4.0,4.0,4.0,4.0
76561198005622066,llama,gpt4o,False,3.0,3.0,4.0,3.0,3.0
76561198005622066,llama,qwen,False,2.0,1.0,3.0,2.0,2.0
76561198045048761,llama,opus,False,2.0,3.0,2.0,2.0,2.0
76561198045048761,llama,gpt4o,False,3.0,3.0,3.0,2.0,3.0
76561198045048761,llama,qwen,False,2.0,3.0,4.0,3.0,3.0
76561198075740355,llama,opus,False,2.0,2.0,2.0,2.0,2.0
76561198075740355,llama,gpt4o,False,3.0,2.0,3.0,2.0,3.0
76561198075740355,llama,qwen,False,2.0,3.0,4.0,3.0,3.0
76561198116881004,llama,opus,False,3.0,4.0,4.0,2.0,3.0
76561198116881004,llama,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198116881004,llama,qwen,False,2.0,3.0,4.0,2.0,3.0
76561197973149646,llama,opus,False,2.0,2.0,2.0,1.0,2.0
76561197973149646,llama,gpt4o,False,3.0,2.0,3.0,2.0,3.0
76561197973149646,llama,qwen,False,4.0,3.0,5.0,4.0,3.0
76561197978598904,llama,opus,False,1.0,1.0,2.0,1.0,1.0
76561197978598904,llama,gpt4o,False,2.0,2.0,2.0,2.0,2.0
76561197978598904,llama,qwen,False,3.0,4.0,4.0,3.0,3.0
76561197994062010,llama,opus,False,5.0,4.0,4.0,3.0,4.0
76561197994062010,llama,gpt4o,False,5.0,5.0,5.0,5.0,5.0
76561197994062010,llama,qwen,False,4.0,3.0,5.0,4.0,3.0
76561198116335665,llama,opus,False,5.0,5.0,4.0,5.0,5.0
76561198116335665,llama,gpt4o,False,3.0,3.0,4.0,3.0,3.0
76561198116335665,llama,qwen,False,3.0,2.0,4.0,2.0,2.0
76561198010975202,llama,opus,False,5.0,4.0,4.0,5.0,5.0
76561198010975202,llama,gpt4o,False,4.0,3.0,4.0,4.0,4.0
76561198010975202,llama,qwen,False,2.0,3.0,4.0,2.0,2.0
76561199146774798,llama,opus,False,5.0,5.0,4.0,5.0,5.0
76561199146774798,llama,gpt4o,False,3.0,3.0,3.0,3.0,3.0
76561199146774798,llama,qwen,False,3.0,2.0,4.0,2.0,2.0
76561198025799587,llama,opus,False,2.0,3.0,2.0,2.0,2.0
76561198025799587,llama,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198025799587,llama,qwen,False,2.0,3.0,4.0,3.0,3.0
76561198834391320,llama,opus,False,4.0,4.0,3.0,3.0,3.0
76561198834391320,llama,gpt4o,False,5.0,5.0,4.0,4.0,4.0
76561198834391320,llama,qwen,False,3.0,4.0,4.0,3.0,3.0
76561198806661973,llama,opus,False,5.0,4.0,4.0,3.0,4.0
76561198806661973,llama,gpt4o,False,4.0,4.0,4.0,4.0,4.0
76561198806661973,llama,qwen,False,3.0,4.0,5.0,3.0,3.0
76561198044865246,llama,opus,False,5.0,5.0,4.0,3.0,4.0
76561198044865246,llama,gpt4o,False,5.0,5.0,5.0,5.0,5.0
76561198044865246,llama,qwen,False,3.0,4.0,5.0,2.0,3.0
76561198413133706,llama,opus,False,2.0,3.0,2.0,2.0,2.0
76561198413133706,llama,gpt4o,False,3.0,4.0,3.0,3.0,3.0
76561198413133706,llama,qwen,False,2.0,3.0,4.0,2.0,2.0
76561199115169680,llama,opus,False,2.0,2.0,2.0,2.0,2.0
76561199115169680,llama,gpt4o,False,2.0,2.0,2.0,2.0,2.0
76561199115169680,llama,qwen,False,2.0,3.0,4.0,3.0,3.0
